(26, 21),N,{(26, 23): 0.2, (26, 22): 0.8}
(1, 34),S,{(1, 32): 0.2, (1, 33): 0.8}
(1, 34),E,{(3, 34): 0.2, (2, 34): 0.8}
(1, 34),W,{(0, 34): 1.0}
(13, 45),S,{(13, 43): 0.2, (13, 44): 0.8}
(13, 45),E,{(15, 45): 0.2, (14, 45): 0.8}
(13, 45),W,{(11, 45): 0.2, (12, 45): 0.8}
(13, 45),N,{(13, 45): 1}
(17, 15),N,{(17, 17): 0.2, (17, 16): 0.8}
(17, 15),S,{(17, 13): 0.2, (17, 14): 0.8}
(17, 15),E,{(19, 15): 0.2, (18, 15): 0.8}
(17, 15),W,{(15, 15): 0.2, (16, 15): 0.8}
(36, 28),N,{(36, 30): 0.2, (36, 29): 0.8}
(36, 28),S,{(36, 26): 0.2, (36, 27): 0.8}
(36, 28),E,{(38, 28): 0.2, (37, 28): 0.8}
(36, 28),W,{(34, 28): 0.2, (35, 28): 0.8}
(9, 11),N,{(9, 13): 0.2, (9, 12): 0.8}
(9, 11),S,{(9, 9): 0.2, (9, 10): 0.8}
(9, 11),E,{(11, 11): 0.2, (10, 11): 0.8}
(9, 11),W,{(7, 11): 0.2, (8, 11): 0.8}
(28, 24),N,{(28, 26): 0.2, (28, 25): 0.8}
(28, 24),S,{(28, 22): 0.2, (28, 23): 0.8}
(28, 24),E,{(30, 24): 0.2, (29, 24): 0.8}
(28, 24),W,{(26, 24): 0.2, (27, 24): 0.8}
(47, 37),N,{(47, 39): 0.2, (47, 38): 0.8}
(47, 37),S,{(47, 35): 0.2, (47, 36): 0.8}
(47, 37),E,{(49, 37): 0.2, (48, 37): 0.8}
(47, 37),W,{(45, 37): 0.2, (46, 37): 0.8}
(48, 2),N,{(48, 4): 0.2, (48, 3): 0.8}
(48, 2),S,{(48, 0): 0.2, (48, 1): 0.8}
(48, 2),E,{(50, 2): 0.2, (49, 2): 0.8}
(48, 2),W,{(46, 2): 0.2, (47, 2): 0.8}
(5, 40),N,{(5, 42): 0.2, (5, 41): 0.8}
(5, 40),S,{(5, 38): 0.2, (5, 39): 0.8}
(5, 40),E,{(7, 40): 0.2, (6, 40): 0.8}
(5, 40),W,{(3, 40): 0.2, (4, 40): 0.8}
(6, 5),N,{(6, 7): 0.2, (6, 6): 0.8}
(6, 5),S,{(6, 3): 0.2, (6, 4): 0.8}
(6, 5),E,{(8, 5): 0.2, (7, 5): 0.8}
(6, 5),W,{(4, 5): 0.2, (5, 5): 0.8}
(29, 25),N,{(29, 27): 0.2, (29, 26): 0.8}
(29, 25),S,{(29, 23): 0.2, (29, 24): 0.8}
(29, 25),E,{(31, 25): 0.2, (30, 25): 0.8}
(29, 25),W,{(27, 25): 0.2, (28, 25): 0.8}
(42, 44),N,{(42, 45): 1.0}
(42, 44),S,{(42, 42): 0.2, (42, 43): 0.8}
(42, 44),E,{(44, 44): 0.2, (43, 44): 0.8}
(42, 44),W,{(40, 44): 0.2, (41, 44): 0.8}
(21, 21),N,{(21, 23): 0.2, (21, 22): 0.8}
(21, 21),S,{(21, 19): 0.2, (21, 20): 0.8}
(21, 21),E,{(23, 21): 0.2, (22, 21): 0.8}
(21, 21),W,{(19, 21): 0.2, (20, 21): 0.8}
(39, 38),N,{(39, 40): 0.2, (39, 39): 0.8}
(39, 38),S,{(39, 36): 0.2, (39, 37): 0.8}
(39, 38),E,{(41, 38): 0.2, (40, 38): 0.8}
(39, 38),W,{(37, 38): 0.2, (38, 38): 0.8}
(44, 4),N,{(44, 6): 0.2, (44, 5): 0.8}
(44, 4),S,{(44, 2): 0.2, (44, 3): 0.8}
(44, 4),E,{(46, 4): 0.2, (45, 4): 0.8}
(44, 4),W,{(42, 4): 0.2, (43, 4): 0.8}
(31, 34),N,{(31, 36): 0.2, (31, 35): 0.8}
(31, 34),S,{(31, 32): 0.2, (31, 33): 0.8}
(31, 34),E,{(33, 34): 0.2, (32, 34): 0.8}
(31, 34),W,{(29, 34): 0.2, (30, 34): 0.8}
(10, 11),N,{(10, 13): 0.2, (10, 12): 0.8}
(10, 11),S,{(10, 9): 0.2, (10, 10): 0.8}
(10, 11),E,{(12, 11): 0.2, (11, 11): 0.8}
(10, 11),W,{(8, 11): 0.2, (9, 11): 0.8}
(2, 7),N,{(2, 9): 0.2, (2, 8): 0.8}
(2, 7),S,{(2, 5): 0.2, (2, 6): 0.8}
(2, 7),E,{(4, 7): 0.2, (3, 7): 0.8}
(2, 7),W,{(0, 7): 0.2, (1, 7): 0.8}
(13, 22),N,{(13, 24): 0.2, (13, 23): 0.8}
(13, 22),S,{(13, 20): 0.2, (13, 21): 0.8}
(13, 22),E,{(15, 22): 0.2, (14, 22): 0.8}
(13, 22),W,{(11, 22): 0.2, (12, 22): 0.8}
(32, 35),N,{(32, 37): 0.2, (32, 36): 0.8}
(32, 35),S,{(32, 33): 0.2, (32, 34): 0.8}
(32, 35),E,{(34, 35): 0.2, (33, 35): 0.8}
(32, 35),W,{(30, 35): 0.2, (31, 35): 0.8}
(24, 31),N,{(24, 33): 0.2, (24, 32): 0.8}
(24, 31),S,{(24, 29): 0.2, (24, 30): 0.8}
(24, 31),E,{(26, 31): 0.2, (25, 31): 0.8}
(24, 31),W,{(22, 31): 0.2, (23, 31): 0.8}
(43, 44),N,{(43, 45): 1.0}
(43, 44),S,{(43, 42): 0.2, (43, 43): 0.8}
(43, 44),E,{(45, 44): 0.2, (44, 44): 0.8}
(43, 44),W,{(41, 44): 0.2, (42, 44): 0.8}
(16, 27),N,{(16, 29): 0.2, (16, 28): 0.8}
(16, 27),S,{(16, 25): 0.2, (16, 26): 0.8}
(16, 27),E,{(18, 27): 0.2, (17, 27): 0.8}
(16, 27),W,{(14, 27): 0.2, (15, 27): 0.8}
(35, 40),N,{(35, 42): 0.2, (35, 41): 0.8}
(35, 40),S,{(35, 38): 0.2, (35, 39): 0.8}
(35, 40),E,{(37, 40): 0.2, (36, 40): 0.8}
(35, 40),W,{(33, 40): 0.2, (34, 40): 0.8}
(36, 5),N,{(36, 7): 0.2, (36, 6): 0.8}
(36, 5),S,{(36, 3): 0.2, (36, 4): 0.8}
(36, 5),E,{(38, 5): 0.2, (37, 5): 0.8}
(36, 5),W,{(34, 5): 0.2, (35, 5): 0.8}
(28, 1),N,{(28, 3): 0.2, (28, 2): 0.8}
(28, 1),S,{(28, 0): 1.0}
(28, 1),E,{(30, 1): 0.2, (29, 1): 0.8}
(28, 1),W,{(26, 1): 0.2, (27, 1): 0.8}
(47, 14),N,{(47, 16): 0.2, (47, 15): 0.8}
(47, 14),S,{(47, 12): 0.2, (47, 13): 0.8}
(47, 14),E,{(49, 14): 0.2, (48, 14): 0.8}
(47, 14),W,{(45, 14): 0.2, (46, 14): 0.8}
(5, 17),N,{(5, 19): 0.2, (5, 18): 0.8}
(5, 17),S,{(5, 15): 0.2, (5, 16): 0.8}
(5, 17),E,{(7, 17): 0.2, (6, 17): 0.8}
(5, 17),W,{(3, 17): 0.2, (4, 17): 0.8}
(17, 28),N,{(17, 30): 0.2, (17, 29): 0.8}
(17, 28),S,{(17, 26): 0.2, (17, 27): 0.8}
(17, 28),E,{(19, 28): 0.2, (18, 28): 0.8}
(17, 28),W,{(15, 28): 0.2, (16, 28): 0.8}
(9, 24),N,{(9, 26): 0.2, (9, 25): 0.8}
(9, 24),S,{(9, 22): 0.2, (9, 23): 0.8}
(9, 24),E,{(11, 24): 0.2, (10, 24): 0.8}
(9, 24),W,{(7, 24): 0.2, (8, 24): 0.8}
(28, 37),N,{(28, 39): 0.2, (28, 38): 0.8}
(28, 37),S,{(28, 35): 0.2, (28, 36): 0.8}
(28, 37),E,{(30, 37): 0.2, (29, 37): 0.8}
(28, 37),W,{(26, 37): 0.2, (27, 37): 0.8}
(29, 2),N,{(29, 4): 0.2, (29, 3): 0.8}
(29, 2),S,{(29, 0): 0.2, (29, 1): 0.8}
(29, 2),E,{(31, 2): 0.2, (30, 2): 0.8}
(29, 2),W,{(27, 2): 0.2, (28, 2): 0.8}
(40, 11),N,{(40, 13): 0.2, (40, 12): 0.8}
(40, 11),S,{(40, 9): 0.2, (40, 10): 0.8}
(40, 11),E,{(42, 11): 0.2, (41, 11): 0.8}
(40, 11),W,{(38, 11): 0.2, (39, 11): 0.8}
(27, 41),N,{(27, 43): 0.2, (27, 42): 0.8}
(27, 41),S,{(27, 39): 0.2, (27, 40): 0.8}
(27, 41),E,{(29, 41): 0.2, (28, 41): 0.8}
(27, 41),W,{(25, 41): 0.2, (26, 41): 0.8}
(6, 18),N,{(6, 20): 0.2, (6, 19): 0.8}
(6, 18),S,{(6, 16): 0.2, (6, 17): 0.8}
(6, 18),E,{(8, 18): 0.2, (7, 18): 0.8}
(6, 18),W,{(4, 18): 0.2, (5, 18): 0.8}
(20, 38),N,{(20, 40): 0.2, (20, 39): 0.8}
(20, 38),S,{(20, 36): 0.2, (20, 37): 0.8}
(20, 38),E,{(22, 38): 0.2, (21, 38): 0.8}
(20, 38),W,{(18, 38): 0.2, (19, 38): 0.8}
(12, 34),N,{(12, 36): 0.2, (12, 35): 0.8}
(12, 34),S,{(12, 32): 0.2, (12, 33): 0.8}
(12, 34),E,{(14, 34): 0.2, (13, 34): 0.8}
(12, 34),W,{(10, 34): 0.2, (11, 34): 0.8}
(4, 30),N,{(4, 32): 0.2, (4, 31): 0.8}
(4, 30),S,{(4, 28): 0.2, (4, 29): 0.8}
(4, 30),E,{(6, 30): 0.2, (5, 30): 0.8}
(4, 30),W,{(2, 30): 0.2, (3, 30): 0.8}
(32, 12),N,{(32, 14): 0.2, (32, 13): 0.8}
(32, 12),S,{(32, 10): 0.2, (32, 11): 0.8}
(32, 12),E,{(34, 12): 0.2, (33, 12): 0.8}
(32, 12),W,{(30, 12): 0.2, (31, 12): 0.8}
(23, 43),N,{(23, 45): 0.2, (23, 44): 0.8}
(23, 43),S,{(23, 41): 0.2, (23, 42): 0.8}
(23, 43),E,{(25, 43): 0.2, (24, 43): 0.8}
(23, 43),W,{(21, 43): 0.2, (22, 43): 0.8}
(24, 8),N,{(24, 10): 0.2, (24, 9): 0.8}
(24, 8),S,{(24, 6): 0.2, (24, 7): 0.8}
(24, 8),E,{(26, 8): 0.2, (25, 8): 0.8}
(24, 8),W,{(22, 8): 0.2, (23, 8): 0.8}
(43, 21),N,{(43, 23): 0.2, (43, 22): 0.8}
(43, 21),S,{(43, 19): 0.2, (43, 20): 0.8}
(43, 21),E,{(45, 21): 0.2, (44, 21): 0.8}
(43, 21),W,{(41, 21): 0.2, (42, 21): 0.8}
(35, 17),N,{(35, 19): 0.2, (35, 18): 0.8}
(35, 17),S,{(35, 15): 0.2, (35, 16): 0.8}
(35, 17),E,{(37, 17): 0.2, (36, 17): 0.8}
(35, 17),W,{(33, 17): 0.2, (34, 17): 0.8}
(1, 24),N,{(1, 26): 0.2, (1, 25): 0.8}
(1, 24),S,{(1, 22): 0.2, (1, 23): 0.8}
(1, 24),E,{(3, 24): 0.2, (2, 24): 0.8}
(1, 24),W,{(0, 24): 1.0}
(13, 35),N,{(13, 37): 0.2, (13, 36): 0.8}
(13, 35),S,{(13, 33): 0.2, (13, 34): 0.8}
(13, 35),E,{(15, 35): 0.2, (14, 35): 0.8}
(13, 35),W,{(11, 35): 0.2, (12, 35): 0.8}
(24, 44),N,{(24, 45): 1.0}
(24, 44),S,{(24, 42): 0.2, (24, 43): 0.8}
(24, 44),E,{(26, 44): 0.2, (25, 44): 0.8}
(24, 44),W,{(22, 44): 0.2, (23, 44): 0.8}
(16, 40),N,{(16, 42): 0.2, (16, 41): 0.8}
(16, 40),S,{(16, 38): 0.2, (16, 39): 0.8}
(16, 40),E,{(18, 40): 0.2, (17, 40): 0.8}
(16, 40),W,{(14, 40): 0.2, (15, 40): 0.8}
(17, 5),N,{(17, 7): 0.2, (17, 6): 0.8}
(17, 5),S,{(17, 3): 0.2, (17, 4): 0.8}
(17, 5),E,{(19, 5): 0.2, (18, 5): 0.8}
(17, 5),W,{(15, 5): 0.2, (16, 5): 0.8}
(36, 18),N,{(36, 20): 0.2, (36, 19): 0.8}
(36, 18),S,{(36, 16): 0.2, (36, 17): 0.8}
(36, 18),E,{(38, 18): 0.2, (37, 18): 0.8}
(36, 18),W,{(34, 18): 0.2, (35, 18): 0.8}
(9, 1),N,{(9, 3): 0.2, (9, 2): 0.8}
(9, 1),S,{(9, 0): 1.0}
(9, 1),E,{(11, 1): 0.2, (10, 1): 0.8}
(9, 1),W,{(7, 1): 0.2, (8, 1): 0.8}
(28, 14),N,{(28, 16): 0.2, (28, 15): 0.8}
(28, 14),S,{(28, 12): 0.2, (28, 13): 0.8}
(28, 14),E,{(30, 14): 0.2, (29, 14): 0.8}
(28, 14),W,{(26, 14): 0.2, (27, 14): 0.8}
(47, 27),N,{(47, 29): 0.2, (47, 28): 0.8}
(47, 27),S,{(47, 25): 0.2, (47, 26): 0.8}
(47, 27),E,{(49, 27): 0.2, (48, 27): 0.8}
(47, 27),W,{(45, 27): 0.2, (46, 27): 0.8}
(5, 30),N,{(5, 32): 0.2, (5, 31): 0.8}
(5, 30),S,{(5, 28): 0.2, (5, 29): 0.8}
(5, 30),E,{(7, 30): 0.2, (6, 30): 0.8}
(5, 30),W,{(3, 30): 0.2, (4, 30): 0.8}
(50, 38),N,{(50, 40): 0.2, (50, 39): 0.8}
(50, 38),S,{(50, 36): 0.2, (50, 37): 0.8}
(50, 38),W,{(48, 38): 0.2, (49, 38): 0.8}
(50, 38),E,{(50, 38): 1}
(42, 34),N,{(42, 36): 0.2, (42, 35): 0.8}
(42, 34),S,{(42, 32): 0.2, (42, 33): 0.8}
(42, 34),E,{(44, 34): 0.2, (43, 34): 0.8}
(42, 34),W,{(40, 34): 0.2, (41, 34): 0.8}
(8, 41),N,{(8, 43): 0.2, (8, 42): 0.8}
(8, 41),S,{(8, 39): 0.2, (8, 40): 0.8}
(8, 41),E,{(10, 41): 0.2, (9, 41): 0.8}
(8, 41),W,{(6, 41): 0.2, (7, 41): 0.8}
(0, 37),N,{(0, 39): 0.2, (0, 38): 0.8}
(0, 37),S,{(0, 35): 0.2, (0, 36): 0.8}
(0, 37),E,{(2, 37): 0.2, (1, 37): 0.8}
(0, 37),W,{(0, 37): 1}
(20, 15),N,{(20, 17): 0.2, (20, 16): 0.8}
(20, 15),S,{(20, 13): 0.2, (20, 14): 0.8}
(20, 15),E,{(22, 15): 0.2, (21, 15): 0.8}
(20, 15),W,{(18, 15): 0.2, (19, 15): 0.8}
(39, 28),N,{(39, 30): 0.2, (39, 29): 0.8}
(39, 28),S,{(39, 26): 0.2, (39, 27): 0.8}
(39, 28),E,{(41, 28): 0.2, (40, 28): 0.8}
(39, 28),W,{(37, 28): 0.2, (38, 28): 0.8}
(31, 24),N,{(31, 26): 0.2, (31, 25): 0.8}
(31, 24),S,{(31, 22): 0.2, (31, 23): 0.8}
(31, 24),E,{(33, 24): 0.2, (32, 24): 0.8}
(31, 24),W,{(29, 24): 0.2, (30, 24): 0.8}
(23, 20),N,{(23, 22): 0.2, (23, 21): 0.8}
(23, 20),S,{(23, 18): 0.2, (23, 19): 0.8}
(23, 20),E,{(25, 20): 0.2, (24, 20): 0.8}
(23, 20),W,{(21, 20): 0.2, (22, 20): 0.8}
(13, 12),N,{(13, 14): 0.2, (13, 13): 0.8}
(13, 12),S,{(13, 10): 0.2, (13, 11): 0.8}
(13, 12),E,{(15, 12): 0.2, (14, 12): 0.8}
(13, 12),W,{(11, 12): 0.2, (12, 12): 0.8}
(4, 43),N,{(4, 45): 0.2, (4, 44): 0.8}
(4, 43),S,{(4, 41): 0.2, (4, 42): 0.8}
(4, 43),E,{(6, 43): 0.2, (5, 43): 0.8}
(4, 43),W,{(2, 43): 0.2, (3, 43): 0.8}
(32, 25),N,{(32, 27): 0.2, (32, 26): 0.8}
(32, 25),S,{(32, 23): 0.2, (32, 24): 0.8}
(32, 25),E,{(34, 25): 0.2, (33, 25): 0.8}
(32, 25),W,{(30, 25): 0.2, (31, 25): 0.8}
(24, 21),N,{(24, 23): 0.2, (24, 22): 0.8}
(24, 21),S,{(24, 19): 0.2, (24, 20): 0.8}
(24, 21),E,{(26, 21): 0.2, (25, 21): 0.8}
(24, 21),W,{(22, 21): 0.2, (23, 21): 0.8}
(43, 34),N,{(43, 36): 0.2, (43, 35): 0.8}
(43, 34),S,{(43, 32): 0.2, (43, 33): 0.8}
(43, 34),E,{(45, 34): 0.2, (44, 34): 0.8}
(43, 34),W,{(41, 34): 0.2, (42, 34): 0.8}
(16, 17),N,{(16, 19): 0.2, (16, 18): 0.8}
(16, 17),S,{(16, 15): 0.2, (16, 16): 0.8}
(16, 17),E,{(18, 17): 0.2, (17, 17): 0.8}
(16, 17),W,{(14, 17): 0.2, (15, 17): 0.8}
(35, 30),N,{(35, 32): 0.2, (35, 31): 0.8}
(35, 30),S,{(35, 28): 0.2, (35, 29): 0.8}
(35, 30),E,{(37, 30): 0.2, (36, 30): 0.8}
(35, 30),W,{(33, 30): 0.2, (34, 30): 0.8}
(1, 37),N,{(1, 39): 0.2, (1, 38): 0.8}
(1, 37),S,{(1, 35): 0.2, (1, 36): 0.8}
(1, 37),E,{(3, 37): 0.2, (2, 37): 0.8}
(1, 37),W,{(0, 37): 1.0}
(47, 4),N,{(47, 6): 0.2, (47, 5): 0.8}
(47, 4),S,{(47, 2): 0.2, (47, 3): 0.8}
(47, 4),E,{(49, 4): 0.2, (48, 4): 0.8}
(47, 4),W,{(45, 4): 0.2, (46, 4): 0.8}
(5, 7),N,{(5, 9): 0.2, (5, 8): 0.8}
(5, 7),S,{(5, 5): 0.2, (5, 6): 0.8}
(5, 7),E,{(7, 7): 0.2, (6, 7): 0.8}
(5, 7),W,{(3, 7): 0.2, (4, 7): 0.8}
(46, 45),S,{(46, 43): 0.2, (46, 44): 0.8}
(46, 45),E,{(48, 45): 0.2, (47, 45): 0.8}
(46, 45),W,{(44, 45): 0.2, (45, 45): 0.8}
(46, 45),N,{(46, 45): 1}
(38, 41),N,{(38, 43): 0.2, (38, 42): 0.8}
(38, 41),S,{(38, 39): 0.2, (38, 40): 0.8}
(38, 41),E,{(40, 41): 0.2, (39, 41): 0.8}
(38, 41),W,{(36, 41): 0.2, (37, 41): 0.8}
(9, 14),N,{(9, 16): 0.2, (9, 15): 0.8}
(9, 14),S,{(9, 12): 0.2, (9, 13): 0.8}
(9, 14),E,{(11, 14): 0.2, (10, 14): 0.8}
(9, 14),W,{(7, 14): 0.2, (8, 14): 0.8}
(50, 15),N,{(50, 17): 0.2, (50, 16): 0.8}
(50, 15),S,{(50, 13): 0.2, (50, 14): 0.8}
(50, 15),W,{(48, 15): 0.2, (49, 15): 0.8}
(50, 15),E,{(50, 15): 1}
(27, 31),N,{(27, 33): 0.2, (27, 32): 0.8}
(27, 31),S,{(27, 29): 0.2, (27, 30): 0.8}
(27, 31),E,{(29, 31): 0.2, (28, 31): 0.8}
(27, 31),W,{(25, 31): 0.2, (26, 31): 0.8}
(19, 27),N,{(19, 29): 0.2, (19, 28): 0.8}
(19, 27),S,{(19, 25): 0.2, (19, 26): 0.8}
(19, 27),E,{(21, 27): 0.2, (20, 27): 0.8}
(19, 27),W,{(17, 27): 0.2, (18, 27): 0.8}
(39, 5),N,{(39, 7): 0.2, (39, 6): 0.8}
(39, 5),S,{(39, 3): 0.2, (39, 4): 0.8}
(39, 5),E,{(41, 5): 0.2, (40, 5): 0.8}
(39, 5),W,{(37, 5): 0.2, (38, 5): 0.8}
(30, 36),N,{(30, 38): 0.2, (30, 37): 0.8}
(30, 36),S,{(30, 34): 0.2, (30, 35): 0.8}
(30, 36),E,{(32, 36): 0.2, (31, 36): 0.8}
(30, 36),W,{(28, 36): 0.2, (29, 36): 0.8}
(31, 1),N,{(31, 3): 0.2, (31, 2): 0.8}
(31, 1),S,{(31, 0): 1.0}
(31, 1),E,{(33, 1): 0.2, (32, 1): 0.8}
(31, 1),W,{(29, 1): 0.2, (30, 1): 0.8}
(20, 28),N,{(20, 30): 0.2, (20, 29): 0.8}
(20, 28),S,{(20, 26): 0.2, (20, 27): 0.8}
(20, 28),E,{(22, 28): 0.2, (21, 28): 0.8}
(20, 28),W,{(18, 28): 0.2, (19, 28): 0.8}
(39, 41),N,{(39, 43): 0.2, (39, 42): 0.8}
(39, 41),S,{(39, 39): 0.2, (39, 40): 0.8}
(39, 41),E,{(41, 41): 0.2, (40, 41): 0.8}
(39, 41),W,{(37, 41): 0.2, (38, 41): 0.8}
(12, 24),N,{(12, 26): 0.2, (12, 25): 0.8}
(12, 24),S,{(12, 22): 0.2, (12, 23): 0.8}
(12, 24),E,{(14, 24): 0.2, (13, 24): 0.8}
(12, 24),W,{(10, 24): 0.2, (11, 24): 0.8}
(31, 37),N,{(31, 39): 0.2, (31, 38): 0.8}
(31, 37),S,{(31, 35): 0.2, (31, 36): 0.8}
(31, 37),E,{(33, 37): 0.2, (32, 37): 0.8}
(31, 37),W,{(29, 37): 0.2, (30, 37): 0.8}
(4, 20),N,{(4, 22): 0.2, (4, 21): 0.8}
(4, 20),S,{(4, 18): 0.2, (4, 19): 0.8}
(4, 20),E,{(6, 20): 0.2, (5, 20): 0.8}
(4, 20),W,{(2, 20): 0.2, (3, 20): 0.8}
(32, 2),N,{(32, 4): 0.2, (32, 3): 0.8}
(32, 2),S,{(32, 0): 0.2, (32, 1): 0.8}
(32, 2),E,{(34, 2): 0.2, (33, 2): 0.8}
(32, 2),W,{(30, 2): 0.2, (31, 2): 0.8}
(23, 33),N,{(23, 35): 0.2, (23, 34): 0.8}
(23, 33),S,{(23, 31): 0.2, (23, 32): 0.8}
(23, 33),E,{(25, 33): 0.2, (24, 33): 0.8}
(23, 33),W,{(21, 33): 0.2, (22, 33): 0.8}
(43, 11),N,{(43, 13): 0.2, (43, 12): 0.8}
(43, 11),S,{(43, 9): 0.2, (43, 10): 0.8}
(43, 11),E,{(45, 11): 0.2, (44, 11): 0.8}
(43, 11),W,{(41, 11): 0.2, (42, 11): 0.8}
(35, 7),N,{(35, 9): 0.2, (35, 8): 0.8}
(35, 7),S,{(35, 5): 0.2, (35, 6): 0.8}
(35, 7),E,{(37, 7): 0.2, (36, 7): 0.8}
(35, 7),W,{(33, 7): 0.2, (34, 7): 0.8}
(1, 14),N,{(1, 16): 0.2, (1, 15): 0.8}
(1, 14),S,{(1, 12): 0.2, (1, 13): 0.8}
(1, 14),E,{(3, 14): 0.2, (2, 14): 0.8}
(1, 14),W,{(0, 14): 1.0}
(46, 22),N,{(46, 24): 0.2, (46, 23): 0.8}
(46, 22),S,{(46, 20): 0.2, (46, 21): 0.8}
(46, 22),E,{(48, 22): 0.2, (47, 22): 0.8}
(46, 22),W,{(44, 22): 0.2, (45, 22): 0.8}
(16, 30),N,{(16, 32): 0.2, (16, 31): 0.8}
(16, 30),S,{(16, 28): 0.2, (16, 29): 0.8}
(16, 30),E,{(18, 30): 0.2, (17, 30): 0.8}
(16, 30),W,{(14, 30): 0.2, (15, 30): 0.8}
(49, 27),N,{(49, 29): 0.2, (49, 28): 0.8}
(49, 27),S,{(49, 25): 0.2, (49, 26): 0.8}
(49, 27),E,{(50, 27): 1.0}
(49, 27),W,{(47, 27): 0.2, (48, 27): 0.8}
(28, 4),N,{(28, 6): 0.2, (28, 5): 0.8}
(28, 4),S,{(28, 2): 0.2, (28, 3): 0.8}
(28, 4),E,{(30, 4): 0.2, (29, 4): 0.8}
(28, 4),W,{(26, 4): 0.2, (27, 4): 0.8}
(15, 34),N,{(15, 36): 0.2, (15, 35): 0.8}
(15, 34),S,{(15, 32): 0.2, (15, 33): 0.8}
(15, 34),E,{(17, 34): 0.2, (16, 34): 0.8}
(15, 34),W,{(13, 34): 0.2, (14, 34): 0.8}
(26, 43),N,{(26, 45): 0.2, (26, 44): 0.8}
(26, 43),S,{(26, 41): 0.2, (26, 42): 0.8}
(26, 43),E,{(28, 43): 0.2, (27, 43): 0.8}
(26, 43),W,{(24, 43): 0.2, (25, 43): 0.8}
(18, 39),N,{(18, 41): 0.2, (18, 40): 0.8}
(18, 39),S,{(18, 37): 0.2, (18, 38): 0.8}
(18, 39),E,{(20, 39): 0.2, (19, 39): 0.8}
(18, 39),W,{(16, 39): 0.2, (17, 39): 0.8}
(50, 28),N,{(50, 30): 0.2, (50, 29): 0.8}
(50, 28),S,{(50, 26): 0.2, (50, 27): 0.8}
(50, 28),W,{(48, 28): 0.2, (49, 28): 0.8}
(50, 28),E,{(50, 28): 1}
(42, 24),N,{(42, 26): 0.2, (42, 25): 0.8}
(42, 24),S,{(42, 22): 0.2, (42, 23): 0.8}
(42, 24),E,{(44, 24): 0.2, (43, 24): 0.8}
(42, 24),W,{(40, 24): 0.2, (41, 24): 0.8}
(8, 31),N,{(8, 33): 0.2, (8, 32): 0.8}
(8, 31),S,{(8, 29): 0.2, (8, 30): 0.8}
(8, 31),E,{(10, 31): 0.2, (9, 31): 0.8}
(8, 31),W,{(6, 31): 0.2, (7, 31): 0.8}
(27, 44),N,{(27, 45): 1.0}
(27, 44),S,{(27, 42): 0.2, (27, 43): 0.8}
(27, 44),E,{(29, 44): 0.2, (28, 44): 0.8}
(27, 44),W,{(25, 44): 0.2, (26, 44): 0.8}
(0, 27),N,{(0, 29): 0.2, (0, 28): 0.8}
(0, 27),S,{(0, 25): 0.2, (0, 26): 0.8}
(0, 27),E,{(2, 27): 0.2, (1, 27): 0.8}
(0, 27),W,{(0, 27): 1}
(19, 40),N,{(19, 42): 0.2, (19, 41): 0.8}
(19, 40),S,{(19, 38): 0.2, (19, 39): 0.8}
(19, 40),E,{(21, 40): 0.2, (20, 40): 0.8}
(19, 40),W,{(17, 40): 0.2, (18, 40): 0.8}
(20, 5),N,{(20, 7): 0.2, (20, 6): 0.8}
(20, 5),S,{(20, 3): 0.2, (20, 4): 0.8}
(20, 5),E,{(22, 5): 0.2, (21, 5): 0.8}
(20, 5),W,{(18, 5): 0.2, (19, 5): 0.8}
(11, 36),N,{(11, 38): 0.2, (11, 37): 0.8}
(11, 36),S,{(11, 34): 0.2, (11, 35): 0.8}
(11, 36),E,{(13, 36): 0.2, (12, 36): 0.8}
(11, 36),W,{(9, 36): 0.2, (10, 36): 0.8}
(12, 1),N,{(12, 3): 0.2, (12, 2): 0.8}
(12, 1),S,{(12, 0): 1.0}
(12, 1),E,{(14, 1): 0.2, (13, 1): 0.8}
(12, 1),W,{(10, 1): 0.2, (11, 1): 0.8}
(39, 18),N,{(39, 20): 0.2, (39, 19): 0.8}
(39, 18),S,{(39, 16): 0.2, (39, 17): 0.8}
(39, 18),E,{(41, 18): 0.2, (40, 18): 0.8}
(39, 18),W,{(37, 18): 0.2, (38, 18): 0.8}
(31, 14),N,{(31, 16): 0.2, (31, 15): 0.8}
(31, 14),S,{(31, 12): 0.2, (31, 13): 0.8}
(31, 14),E,{(33, 14): 0.2, (32, 14): 0.8}
(31, 14),W,{(29, 14): 0.2, (30, 14): 0.8}
(23, 10),N,{(23, 12): 0.2, (23, 11): 0.8}
(23, 10),S,{(23, 8): 0.2, (23, 9): 0.8}
(23, 10),E,{(25, 10): 0.2, (24, 10): 0.8}
(23, 10),W,{(21, 10): 0.2, (22, 10): 0.8}
(12, 37),N,{(12, 39): 0.2, (12, 38): 0.8}
(12, 37),S,{(12, 35): 0.2, (12, 36): 0.8}
(12, 37),E,{(14, 37): 0.2, (13, 37): 0.8}
(12, 37),W,{(10, 37): 0.2, (11, 37): 0.8}
(13, 2),N,{(13, 4): 0.2, (13, 3): 0.8}
(13, 2),S,{(13, 0): 0.2, (13, 1): 0.8}
(13, 2),E,{(15, 2): 0.2, (14, 2): 0.8}
(13, 2),W,{(11, 2): 0.2, (12, 2): 0.8}
